osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: -1
Countdown: 0
SampleSet: Drum
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 1

[Editor]
DistanceSpacing: 1.3
BeatDivisor: 8
GridSize: 32
TimelineZoom: 1

[Metadata]
Title:Godzilla
TitleUnicode:Godzilla
Artist:Eminem (feat. Juice WRLD)
ArtistUnicode:Eminem (feat. Juice WRLD)
Creator:Darkennn
Version:GodZ
Source:
Tags:
BeatmapID:2574284
BeatmapSetID:1122822

[Difficulty]
HPDrainRate:9
CircleSize:4
OverallDifficulty:9
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"maxresdefault.jpg",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
0,361.44578313253,4,3,0,55,1,0


[HitObjects]
448,192,3930,5,0,0:0:0:0:
320,192,3930,1,0,0:0:0:0:
64,192,3930,1,0,0:0:0:0:
192,192,4111,1,0,0:0:0:0:
64,192,4292,1,0,0:0:0:0:
192,192,4608,1,0,0:0:0:0:
320,192,4698,1,0,0:0:0:0:
448,192,5015,1,0,0:0:0:0:
64,192,5015,1,0,0:0:0:0:
320,192,5015,1,0,0:0:0:0:
192,192,5195,1,0,0:0:0:0:
320,192,5195,1,0,0:0:0:0:
64,192,5195,1,0,0:0:0:0:
64,192,5376,1,0,0:0:0:0:
320,192,5376,1,0,0:0:0:0:
448,192,5376,1,0,0:0:0:0:
64,192,5737,1,0,0:0:0:0:
192,192,5918,1,0,0:0:0:0:
448,192,5918,1,0,0:0:0:0:
64,192,5918,1,0,0:0:0:0:
320,192,6099,1,0,0:0:0:0:
64,192,6280,1,0,0:0:0:0:
448,192,6280,1,0,0:0:0:0:
192,192,6325,1,0,0:0:0:0:
320,192,6460,1,0,0:0:0:0:
64,192,6822,1,0,0:0:0:0:
448,192,6822,1,0,0:0:0:0:
320,192,6822,1,0,0:0:0:0:
192,192,7003,1,0,0:0:0:0:
320,192,7183,1,0,0:0:0:0:
448,192,7499,1,0,0:0:0:0:
192,192,7590,1,0,0:0:0:0:
64,192,7906,1,0,0:0:0:0:
320,192,7906,1,0,0:0:0:0:
448,192,7906,1,0,0:0:0:0:
192,192,7996,1,0,0:0:0:0:
320,192,8087,1,0,0:0:0:0:
448,192,8087,1,0,0:0:0:0:
64,192,8087,1,0,0:0:0:0:
448,192,8268,1,0,0:0:0:0:
64,192,8268,1,0,0:0:0:0:
192,192,8268,1,0,0:0:0:0:
320,192,8448,1,0,0:0:0:0:
192,192,8629,1,0,0:0:0:0:
64,192,8810,1,0,0:0:0:0:
448,192,8810,1,0,0:0:0:0:
320,192,8810,1,0,0:0:0:0:
192,192,8990,1,0,0:0:0:0:
448,192,9171,1,0,0:0:0:0:
64,192,9171,1,0,0:0:0:0:
192,192,9171,1,0,0:0:0:0:
320,192,9307,1,0,0:0:0:0:
192,192,9397,1,0,0:0:0:0:
320,192,9713,1,0,0:0:0:0:
448,192,9713,1,0,0:0:0:0:
64,192,9713,1,0,0:0:0:0:
192,192,10075,1,0,0:0:0:0:
320,192,10256,1,0,0:0:0:0:
448,192,10436,1,0,0:0:0:0:
320,192,10707,1,0,0:0:0:0:
448,192,10798,1,0,0:0:0:0:
192,192,10798,1,0,0:0:0:0:
64,192,10798,1,0,0:0:0:0:
320,192,10978,1,0,0:0:0:0:
192,192,10978,1,0,0:0:0:0:
448,192,10978,1,0,0:0:0:0:
448,192,11159,1,0,0:0:0:0:
64,192,11159,1,0,0:0:0:0:
320,192,11159,1,0,0:0:0:0:
192,192,11249,1,0,0:0:0:0:
320,192,11385,1,0,0:0:0:0:
192,192,11566,1,0,0:0:0:0:
448,192,11701,1,0,0:0:0:0:
320,192,11701,1,0,0:0:0:0:
64,192,11701,1,0,0:0:0:0:
320,192,11927,1,0,0:0:0:0:
64,192,12063,1,0,0:0:0:0:
448,192,12063,1,0,0:0:0:0:
192,192,12063,1,0,0:0:0:0:
320,192,12153,1,0,0:0:0:0:
192,192,12243,1,0,0:0:0:0:
192,192,12469,1,0,0:0:0:0:
448,192,12605,1,0,0:0:0:0:
320,192,12605,1,0,0:0:0:0:
64,192,12605,1,0,0:0:0:0:
192,192,12831,1,0,0:0:0:0:
448,192,12966,1,0,0:0:0:0:
320,192,13147,1,0,0:0:0:0:
192,192,13328,1,0,0:0:0:0:
