osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: -1
Countdown: 0
SampleSet: Drum
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 1

[Editor]
DistanceSpacing: 1.3
BeatDivisor: 4
GridSize: 32
TimelineZoom: 1

[Metadata]
Title:Godzilla
TitleUnicode:Godzilla
Artist:Eminem (feat. Juice WRLD)
ArtistUnicode:Eminem (feat. Juice WRLD)
Creator:Darkennn
Version:Hard
Source:
Tags:
BeatmapID:2346398
BeatmapSetID:1122822

[Difficulty]
HPDrainRate:8
CircleSize:4
OverallDifficulty:8
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"maxresdefault.jpg",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
0,361.44578313253,4,3,0,55,1,0


[HitObjects]
448,192,3975,5,0,0:0:0:0:
192,192,4156,1,0,0:0:0:0:
448,192,4337,128,0,4608:0:0:0:0:
192,192,4608,1,0,0:0:0:0:
64,192,4698,1,0,0:0:0:0:
448,192,5060,1,0,0:0:0:0:
192,192,5240,1,0,0:0:0:0:
448,192,5421,1,0,0:0:0:0:
192,192,5783,128,0,5873:0:0:0:0:
320,192,5963,128,0,6054:0:0:0:0:
448,192,6144,128,0,6325:0:0:0:0:
64,192,6415,1,0,0:0:0:0:
192,192,6506,1,0,0:0:0:0:
320,192,6867,1,0,0:0:0:0:
448,192,7048,1,0,0:0:0:0:
320,192,7228,128,0,7409:0:0:0:0:
192,192,7499,1,0,0:0:0:0:
64,192,7590,1,0,0:0:0:0:
320,192,7951,1,0,0:0:0:0:
448,192,8042,1,0,0:0:0:0:
192,192,8132,1,0,0:0:0:0:
320,192,8313,1,0,0:0:0:0:
448,192,8493,1,0,0:0:0:0:
320,192,8674,1,0,0:0:0:0:
192,192,8855,1,0,0:0:0:0:
448,192,9036,128,0,9307:0:0:0:0:
192,192,9307,1,0,0:0:0:0:
64,192,9397,1,0,0:0:0:0:
320,192,9759,1,0,0:0:0:0:
448,192,9759,1,0,0:0:0:0:
64,192,9759,1,0,0:0:0:0:
192,192,10120,1,0,0:0:0:0:
448,192,10301,1,0,0:0:0:0:
192,192,10481,1,0,0:0:0:0:
320,192,10753,1,0,0:0:0:0:
448,192,10843,1,0,0:0:0:0:
64,192,11024,1,0,0:0:0:0:
192,192,11204,1,0,0:0:0:0:
320,192,11295,1,0,0:0:0:0:
448,192,11385,1,0,0:0:0:0:
192,192,11566,1,0,0:0:0:0:
320,192,11746,1,0,0:0:0:0:
448,192,11927,1,0,0:0:0:0:
192,192,12108,1,0,0:0:0:0:
64,192,12198,1,0,0:0:0:0:
448,192,12289,1,0,0:0:0:0:
64,192,12469,1,0,0:0:0:0:
192,192,12650,1,0,0:0:0:0:
448,192,12831,1,0,0:0:0:0:
192,192,13012,1,0,0:0:0:0:
64,192,13192,1,0,0:0:0:0:
448,192,13373,128,0,13554:0:0:0:0:
320,192,13554,1,0,0:0:0:0:
192,192,13644,1,0,0:0:0:0:
64,192,13734,1,0,0:0:0:0:
448,192,13915,1,0,0:0:0:0:
320,192,14096,1,0,0:0:0:0:
64,192,14277,1,0,0:0:0:0:
192,192,14367,1,0,0:0:0:0:
320,192,14457,1,0,0:0:0:0:
448,192,14638,1,0,0:0:0:0:
320,192,14819,1,0,0:0:0:0:
64,192,14999,1,0,0:0:0:0:
192,192,15090,1,0,0:0:0:0:
320,192,15180,1,0,0:0:0:0:
320,192,15542,1,0,0:0:0:0:
448,192,15542,1,0,0:0:0:0:
64,192,15542,1,0,0:0:0:0:
