osu file format v14

[General]
AudioFilename: M2U   Magnolia.mp3
AudioLeadIn: 0
PreviewTime: 79125
Countdown: 0
SampleSet: Soft
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 1

[Editor]
DistanceSpacing: 1.1
BeatDivisor: 4
GridSize: 16
TimelineZoom: 1.6

[Metadata]
Title:Magnolia
TitleUnicode:Magnolia
Artist:M2U feat. Guriri
ArtistUnicode:M2U feat. Guriri
Creator:OmegaJack
Version:4K Normal
Source:Deemo
Tags:dubstep symphonic wav.av. rayark
BeatmapID:452345
BeatmapSetID:153550

[Difficulty]
HPDrainRate:7
CircleSize:4
OverallDifficulty:7
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
Video,0,"M2U   Magnolia.avi"
0,0,"magnolia.jpg",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Sound Samples

[TimingPoints]
1125,375,4,2,0,50,1,0
52125,-100,4,2,0,50,0,1
70125,-100,4,2,0,50,0,0
82125,-100,4,2,0,50,0,1
106125,-100,4,2,0,50,0,0
118125,-100,4,2,0,50,0,1
118687,-100,4,2,0,80,0,1
118781,-100,4,2,0,50,0,1
120187,-100,4,2,0,80,0,1
120281,-100,4,2,0,50,0,1
136125,-100,4,2,0,50,0,0


[HitObjects]
320,192,2625,5,4,0:0:0:0:
192,192,2625,1,4,0:0:0:0:
64,192,3000,1,0,0:0:0:0:
192,192,3093,1,0,0:0:0:0:
320,192,3187,1,0,0:0:0:0:
402,192,3281,1,0,0:0:0:0:
64,192,3375,1,0,0:0:0:0:
182,192,3375,1,0,0:0:0:0:
448,192,3750,1,0,0:0:0:0:
256,192,3750,1,0,0:0:0:0:
64,192,4125,1,0,0:0:0:0:
320,192,4125,1,0,0:0:0:0:
320,192,4687,1,0,0:0:0:0:
448,192,4781,1,0,0:0:0:0:
192,192,4875,1,0,0:0:0:0:
64,192,4875,1,0,0:0:0:0:
256,192,5625,1,4,0:0:0:0:
402,192,5625,1,4,0:0:0:0:
36,192,6000,1,0,0:0:0:0:
182,192,6093,1,0,0:0:0:0:
329,192,6187,1,0,0:0:0:0:
402,192,6281,1,0,0:0:0:0:
192,192,6375,1,0,0:0:0:0:
64,192,6375,1,0,0:0:0:0:
448,192,6750,1,0,0:0:0:0:
256,192,6750,1,0,0:0:0:0:
192,192,7125,1,0,0:0:0:0:
320,192,7125,1,0,0:0:0:0:
320,192,7687,1,0,0:0:0:0:
448,192,7781,1,0,0:0:0:0:
64,192,7875,1,0,0:0:0:0:
320,192,7875,1,0,0:0:0:0:
402,192,8062,1,0,0:0:0:0:
329,192,8250,1,0,0:0:0:0:
192,192,8437,1,0,0:0:0:0:
320,192,8625,1,4,0:0:0:0:
64,192,8625,1,4,0:0:0:0:
448,192,9000,1,0,0:0:0:0:
320,192,9093,1,0,0:0:0:0:
192,192,9187,1,0,0:0:0:0:
109,192,9281,1,0,0:0:0:0:
320,192,9375,1,8,0:0:0:0:
448,192,9375,1,8,0:0:0:0:
64,192,9750,1,0,0:0:0:0:
182,192,9750,1,0,0:0:0:0:
320,192,10125,1,0,0:0:0:0:
192,192,10125,1,0,0:0:0:0:
182,192,10500,1,0,0:0:0:0:
256,192,10593,1,0,0:0:0:0:
192,192,10687,1,0,0:0:0:0:
320,192,10781,1,0,0:0:0:0:
