osu file format v14

[General]
AudioFilename: M2U - Nightmare.mp3
AudioLeadIn: 0
PreviewTime: -1
Countdown: 0
SampleSet: None
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 1

[Editor]
Bookmarks: 6363,26574,42758,97311
DistanceSpacing: 0.8
BeatDivisor: 4
GridSize: 8
TimelineZoom: 2

[Metadata]
Title:Nightmare
TitleUnicode:Nightmare
Artist:M2U
ArtistUnicode:M2U
Creator:biemote
Version:4K EZ
Source:DJMAX
Tags:
BeatmapID:759020
BeatmapSetID:342507

[Difficulty]
HPDrainRate:5
CircleSize:4
OverallDifficulty:5
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"BG.jpg",0,0
Video,189,"Nightmare.mp4"
//Break Periods
2,107616,116321
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Sound Samples

[TimingPoints]
48,315.789473684211,4,2,0,5,1,0
46784,-100,4,2,0,5,0,1
66995,-100,4,2,0,5,0,0
87205,-100,4,2,0,5,0,1
107416,-100,4,2,0,5,0,0


[HitObjects]
64,192,6363,5,0,0:0:0:0:
448,192,6363,1,0,0:0:0:0:
192,192,6837,1,0,0:0:0:0:
320,192,7311,1,0,0:0:0:0:
448,192,7784,1,0,0:0:0:0:
192,192,8100,1,0,0:0:0:0:
64,192,8890,1,0,0:0:0:0:
320,192,9048,1,0,0:0:0:0:
448,192,9363,1,0,0:0:0:0:
192,192,9679,1,0,0:0:0:0:
64,192,9995,1,0,0:0:0:0:
448,192,10469,1,0,0:0:0:0:
192,192,10784,1,0,0:0:0:0:
64,192,11416,1,0,0:0:0:0:
448,192,11416,1,0,0:0:0:0:
320,192,11890,1,0,0:0:0:0:
448,192,12205,1,0,0:0:0:0:
192,192,12363,1,0,0:0:0:0:
64,192,12837,1,0,0:0:0:0:
448,192,13153,1,0,0:0:0:0:
192,192,13469,1,0,0:0:0:0:
64,192,13784,1,0,0:0:0:0:
448,192,13942,1,0,0:0:0:0:
320,192,14574,1,0,0:0:0:0:
64,192,14574,1,0,0:0:0:0:
192,192,15837,1,0,0:0:0:0:
448,192,15837,1,0,0:0:0:0:
64,192,16469,1,0,0:0:0:0:
448,192,16469,1,0,0:0:0:0:
320,192,16942,1,0,0:0:0:0:
192,192,17416,1,0,0:0:0:0:
64,192,17890,1,0,0:0:0:0:
448,192,18048,1,0,0:0:0:0:
192,192,18205,1,0,0:0:0:0:
320,192,18995,1,0,0:0:0:0:
64,192,19153,1,0,0:0:0:0:
192,192,19311,1,0,0:0:0:0:
448,192,19469,1,0,0:0:0:0:
320,192,19784,1,0,0:0:0:0:
192,192,20100,1,0,0:0:0:0:
320,192,20574,1,0,0:0:0:0:
64,192,20890,1,0,0:0:0:0:
192,192,21521,1,0,0:0:0:0:
448,192,21521,1,0,0:0:0:0:
320,192,21995,1,0,0:0:0:0:
448,192,22311,1,0,0:0:0:0:
64,192,22469,1,0,0:0:0:0:
192,192,22942,1,0,0:0:0:0:
448,192,23258,1,0,0:0:0:0:
192,192,23574,1,0,0:0:0:0:
64,192,23890,1,0,0:0:0:0:
320,192,24048,1,0,0:0:0:0:
448,192,24205,1,0,0:0:0:0:
192,192,24363,1,0,0:0:0:0:
64,192,24521,1,0,0:0:0:0:
192,192,24995,1,0,0:0:0:0:
320,192,25469,1,0,0:0:0:0:
448,192,25784,1,0,0:0:0:0:
192,192,26100,1,0,0:0:0:0:
64,192,26574,1,0,0:0:0:0:
448,192,26574,1,0,0:0:0:0:
320,192,26890,1,0,0:0:0:0:
64,192,27521,1,0,0:0:0:0:
320,192,27837,1,0,0:0:0:0:
64,192,28153,1,0,0:0:0:0:
320,192,28469,1,0,0:0:0:0:
64,192,28784,1,0,0:0:0:0:
448,192,29416,1,0,0:0:0:0:
192,192,29732,1,0,0:0:0:0:
448,192,30048,1,0,0:0:0:0:
192,192,30363,1,0,0:0:0:0:
448,192,30679,1,0,0:0:0:0:
192,192,30995,1,0,0:0:0:0:
448,192,31311,1,0,0:0:0:0:
320,192,31626,1,0,0:0:0:0:
64,192,31942,1,0,0:0:0:0:
192,192,32574,1,0,0:0:0:0:
448,192,32890,1,0,0:0:0:0:
192,192,33205,1,0,0:0:0:0:
448,192,33521,1,0,0:0:0:0:
192,192,33837,1,0,0:0:0:0:
64,192,34153,1,0,0:0:0:0:
320,192,34469,1,0,0:0:0:0:
64,192,34784,1,0,0:0:0:0:
320,192,35100,1,0,0:0:0:0:
64,192,35416,1,0,0:0:0:0:
320,192,35732,1,0,0:0:0:0:
64,192,36048,1,0,0:0:0:0:
320,192,36363,1,0,0:0:0:0:
192,192,36679,1,0,0:0:0:0:
448,192,36995,1,0,0:0:0:0:
192,192,37626,1,0,0:0:0:0:
448,192,37942,1,0,0:0:0:0:
192,192,38258,1,0,0:0:0:0:
448,192,38574,1,0,0:0:0:0:
192,192,38890,1,0,0:0:0:0:
64,192,39521,1,0,0:0:0:0:
320,192,39837,1,0,0:0:0:0:
64,192,40153,1,0,0:0:0:0:
320,192,40469,1,0,0:0:0:0:
64,192,40784,1,0,0:0:0:0:
320,192,41100,1,0,0:0:0:0:
64,192,41416,1,0,0:0:0:0:
448,192,41732,1,0,0:0:0:0:
192,192,42048,1,0,0:0:0:0:
448,192,42679,1,0,0:0:0:0:
192,192,42995,1,0,0:0:0:0:
448,192,43311,1,0,0:0:0:0:
192,192,43626,1,0,0:0:0:0:
448,192,43942,1,0,0:0:0:0:
64,192,44574,1,0,0:0:0:0:
192,192,44890,1,0,0:0:0:0:
320,192,45205,1,0,0:0:0:0:
448,192,45521,1,0,0:0:0:0:
320,192,45837,1,0,0:0:0:0:
192,192,46153,1,0,0:0:0:0:
64,192,46469,1,0,0:0:0:0:
448,192,46784,1,0,0:0:0:0:
64,192,48048,1,0,0:0:0:0:
320,192,48363,1,0,0:0:0:0:
448,192,48679,1,0,0:0:0:0:
192,192,48837,1,0,0:0:0:0:
64,192,48995,1,0,0:0:0:0:
320,192,49153,1,0,0:0:0:0:
192,192,49311,1,0,0:0:0:0:
64,192,50574,1,0,0:0:0:0:
320,192,51205,1,0,0:0:0:0:
192,192,51837,1,0,0:0:0:0:
448,192,51995,1,0,0:0:0:0:
64,192,52153,1,0,0:0:0:0:
320,192,52469,1,0,0:0:0:0:
448,192,52784,1,0,0:0:0:0:
320,192,53100,1,0,0:0:0:0:
192,192,53416,1,0,0:0:0:0:
64,192,53732,1,0,0:0:0:0:
320,192,54048,1,0,0:0:0:0:
448,192,54363,1,0,0:0:0:0:
320,192,54995,1,0,0:0:0:0:
64,192,55311,1,0,0:0:0:0:
448,192,56890,1,0,0:0:0:0:
192,192,57521,1,0,0:0:0:0:
320,192,57837,1,0,0:0:0:0:
448,192,58153,1,0,0:0:0:0:
192,192,58469,1,0,0:0:0:0:
64,192,58784,1,0,0:0:0:0:
320,192,59100,1,0,0:0:0:0:
192,192,59416,1,0,0:0:0:0:
448,192,59574,1,0,0:0:0:0:
64,192,59732,1,0,0:0:0:0:
320,192,61311,1,0,0:0:0:0:
448,192,61626,1,0,0:0:0:0:
192,192,61942,1,0,0:0:0:0:
448,192,62416,1,0,0:0:0:0:
192,192,62890,1,0,0:0:0:0:
64,192,63205,1,0,0:0:0:0:
320,192,63521,1,0,0:0:0:0:
192,192,63837,1,0,0:0:0:0:
64,192,64153,1,0,0:0:0:0:
320,192,64311,1,0,0:0:0:0:
448,192,64469,1,0,0:0:0:0:
320,192,66995,1,0,0:0:0:0:
64,192,66995,1,0,0:0:0:0:
448,192,67626,1,0,0:0:0:0:
64,192,67942,1,0,0:0:0:0:
320,192,67942,1,0,0:0:0:0:
192,192,68574,1,0,0:0:0:0:
448,192,68890,1,0,0:0:0:0:
448,192,69521,1,0,0:0:0:0:
